date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM1 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
01/04/2023,3,"V µg/m³",15,"V µg/m³",19,"V µg/m³",20,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
02/04/2023,4,"V µg/m³",17,"V µg/m³",23,"V µg/m³",25,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
03/04/2023,18,"V µg/m³",34,"V µg/m³",61,"V µg/m³",17,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
04/04/2023,17,"V µg/m³",30,"V µg/m³",55,"V µg/m³",23,"V µg/m³ (FIDAS)",14,"V µg/m³ (Ref.eq)",12,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
05/04/2023,17,"V µg/m³",33,"V µg/m³",59,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
06/04/2023,19,"V µg/m³",38,"V µg/m³",68,"V µg/m³",10,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
07/04/2023,9,"V µg/m³",23,"V µg/m³",37,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
08/04/2023,6,"V µg/m³",19,"V µg/m³",28,"V µg/m³",15,"V µg/m³ (FIDAS)",10,"V µg/m³ (Ref.eq)",9,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
09/04/2023,7,"V µg/m³",20,"V µg/m³",31,"V µg/m³",20,"V µg/m³ (FIDAS)",15,"V µg/m³ (Ref.eq)",15,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
10/04/2023,11,"V µg/m³",20,"V µg/m³",37,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
11/04/2023,11,"V µg/m³",20,"V µg/m³",37,"V µg/m³",7,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
12/04/2023,9,"V µg/m³",18,"V µg/m³",32,"V µg/m³",8,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
13/04/2023,23,"V µg/m³",42,"V µg/m³",78,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
14/04/2023,14,"V µg/m³",27,"V µg/m³",49,"V µg/m³",11,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
15/04/2023,10,"V µg/m³",28,"V µg/m³",44,"V µg/m³",12,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
16/04/2023,6,"V µg/m³",21,"V µg/m³",30,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
17/04/2023,7,"V µg/m³",25,"V µg/m³",36,"V µg/m³",16,"V µg/m³ (FIDAS)",8,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
18/04/2023,4,"V µg/m³",13,"V µg/m³",20,"V µg/m³",18,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",11,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
19/04/2023,3,"V µg/m³",10,"V µg/m³",14,"V µg/m³",17,"V µg/m³ (FIDAS)",10,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
20/04/2023,4,"V µg/m³",12,"V µg/m³",18,"V µg/m³",12,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
21/04/2023,3,"V µg/m³",9,"V µg/m³",13,"V µg/m³",16,"V µg/m³ (FIDAS)",8,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
22/04/2023,2,"V µg/m³",10,"V µg/m³",14,"V µg/m³",20,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",8,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
23/04/2023,7,"V µg/m³",22,"V µg/m³",33,"V µg/m³",12,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
24/04/2023,9,"V µg/m³",23,"V µg/m³",38,"V µg/m³",11,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
25/04/2023,16,"V µg/m³",35,"V µg/m³",59,"V µg/m³",11,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
26/04/2023,10,"V µg/m³",26,"V µg/m³",41,"V µg/m³",16,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",8,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
27/04/2023,9,"V µg/m³",31,"V µg/m³",45,"V µg/m³",22,"V µg/m³ (FIDAS)",15,"V µg/m³ (Ref.eq)",13,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
28/04/2023,29,"V µg/m³",44,"V µg/m³",89,"V µg/m³",27,"V µg/m³ (FIDAS)",19,"V µg/m³ (Ref.eq)",18,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
29/04/2023,5,"V µg/m³",14,"V µg/m³",21,"V µg/m³",13,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
30/04/2023,13,"V µg/m³",25,"V µg/m³",45,"V µg/m³",9,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
01/05/2023,8,"V µg/m³",18,"V µg/m³",31,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
02/05/2023,7,"V µg/m³",20,"V µg/m³",30,"V µg/m³",17,"V µg/m³ (FIDAS)",8,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
03/05/2023,5,"V µg/m³",21,"V µg/m³",29,"V µg/m³",22,"V µg/m³ (FIDAS)",14,"V µg/m³ (Ref.eq)",10,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
04/05/2023,5,"V µg/m³",12,"V µg/m³",20,"V µg/m³",13,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
05/05/2023,4,"V µg/m³",14,"V µg/m³",19,"V µg/m³",26,"V µg/m³ (FIDAS)",17,"V µg/m³ (Ref.eq)",12,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
06/05/2023,6,"V µg/m³",24,"V µg/m³",33,"V µg/m³",14,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",12,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
07/05/2023,5,"V µg/m³",21,"V µg/m³",28,"V µg/m³",15,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",12,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
08/05/2023,13,"V µg/m³",23,"V µg/m³",43,"V µg/m³",6,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
09/05/2023,19,"V µg/m³",31,"V µg/m³",60,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
10/05/2023,23,"V µg/m³",35,"V µg/m³",70,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
11/05/2023,7,"V µg/m³",17,"V µg/m³",28,"V µg/m³",11,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
12/05/2023,5,"V µg/m³",15,"V µg/m³",22,"V µg/m³",9,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
13/05/2023,11,"V µg/m³",27,"V µg/m³",44,"V µg/m³",16,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",11,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
14/05/2023,17,"V µg/m³",27,"V µg/m³",53,"V µg/m³",10,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
15/05/2023,21,"V µg/m³",29,"V µg/m³",61,"V µg/m³",10,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
16/05/2023,18,"V µg/m³",27,"V µg/m³",54,"V µg/m³",15,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
17/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",14,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
18/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",14,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
19/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",20,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
20/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",22,"V µg/m³ (FIDAS)",13,"V µg/m³ (Ref.eq)",9,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
21/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",12,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",8,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
22/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",14,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
23/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",17,"V µg/m³ (FIDAS)",8,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
24/05/2023,"No data","V µg/m³","No data","V µg/m³","No data","V µg/m³",15,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
25/05/2023,12,"V µg/m³",27,"V µg/m³",45,"V µg/m³",22,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
26/05/2023,8,"V µg/m³",20,"V µg/m³",33,"V µg/m³",21,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
27/05/2023,21,"V µg/m³",26,"V µg/m³",57,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
28/05/2023,7,"V µg/m³",16,"V µg/m³",26,"V µg/m³",14,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
29/05/2023,10,"V µg/m³",22,"V µg/m³",38,"V µg/m³",17,"V µg/m³ (FIDAS)",8,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
30/05/2023,3,"V µg/m³",11,"V µg/m³",16,"V µg/m³",14,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
31/05/2023,4,"V µg/m³",12,"V µg/m³",19,"V µg/m³",10,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
01/06/2023,5,"V µg/m³",14,"V µg/m³",21,"V µg/m³",12,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
02/06/2023,4,"V µg/m³",11,"V µg/m³",17,"V µg/m³",13,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
03/06/2023,3,"V µg/m³",11,"V µg/m³",17,"V µg/m³",13,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
04/06/2023,2,"V µg/m³",7,"V µg/m³",11,"V µg/m³",12,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
05/06/2023,4,"V µg/m³",10,"V µg/m³",17,"V µg/m³",9,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
06/06/2023,5,"V µg/m³",12,"V µg/m³",19,"V µg/m³",9,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
07/06/2023,4,"V µg/m³",11,"V µg/m³",18,"V µg/m³",8,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
08/06/2023,5,"V µg/m³",12,"V µg/m³",20,"V µg/m³",8,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
09/06/2023,4,"V µg/m³",11,"V µg/m³",18,"V µg/m³",13,"V µg/m³ (FIDAS)",7,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
10/06/2023,3,"V µg/m³",13,"V µg/m³",18,"V µg/m³",19,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",9,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
11/06/2023,3,"V µg/m³",14,"V µg/m³",18,"V µg/m³",21,"V µg/m³ (FIDAS)",12,"V µg/m³ (Ref.eq)",8,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
12/06/2023,3,"V µg/m³",13,"V µg/m³",18,"V µg/m³",21,"V µg/m³ (FIDAS)",13,"V µg/m³ (Ref.eq)",11,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
13/06/2023,3,"V µg/m³",15,"V µg/m³",20,"V µg/m³",23,"V µg/m³ (FIDAS)",14,"V µg/m³ (Ref.eq)",12,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
14/06/2023,5,"V µg/m³",17,"V µg/m³",25,"V µg/m³",20,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",9,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
15/06/2023,3,"V µg/m³",13,"V µg/m³",17,"V µg/m³",18,"V µg/m³ (FIDAS)",8,"V µg/m³ (Ref.eq)",6,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
16/06/2023,3,"V µg/m³",16,"V µg/m³",20,"V µg/m³",18,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",7,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
17/06/2023,4,"V µg/m³",22,"V µg/m³",28,"V µg/m³",18,"V µg/m³ (FIDAS)",9,"V µg/m³ (Ref.eq)",8,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
18/06/2023,2,"V µg/m³",8,"V µg/m³",11,"V µg/m³",18,"V µg/m³ (FIDAS)",11,"V µg/m³ (Ref.eq)",9,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
19/06/2023,12,"V µg/m³",19,"V µg/m³",36,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
20/06/2023,9,"V µg/m³",18,"V µg/m³",31,"V µg/m³",10,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
21/06/2023,16,"V µg/m³",26,"V µg/m³",50,"V µg/m³",12,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
22/06/2023,13,"V µg/m³",26,"V µg/m³",46,"V µg/m³",12,"V µg/m³ (FIDAS)",6,"V µg/m³ (Ref.eq)",5,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
23/06/2023,15,"V µg/m³",24,"V µg/m³",47,"V µg/m³",9,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",4,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
24/06/2023,15,"V µg/m³",20,"V µg/m³",42,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
25/06/2023,10,"V µg/m³",20,"V µg/m³",36,"V µg/m³",7,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
26/06/2023,20,"V µg/m³",25,"V µg/m³",56,"V µg/m³",11,"V µg/m³ (FIDAS)",5,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
27/06/2023,20,"V µg/m³",27,"V µg/m³",57,"V µg/m³",7,"V µg/m³ (FIDAS)",3,"V µg/m³ (Ref.eq)",2,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
28/06/2023,25,"V µg/m³",34,"V µg/m³",72,"V µg/m³",9,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
29/06/2023,16,"V µg/m³",22,"V µg/m³",46,"V µg/m³",11,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
30/06/2023,20,"V µg/m³",24,"V µg/m³",55,"V µg/m³",8,"V µg/m³ (FIDAS)",4,"V µg/m³ (Ref.eq)",3,"V µg/m³ (FIDAS)","No data","No data","No data","No data","No data","No data"
